post_id,brand,title,content,created_at
62,Inna Organic 童顏有機,(品牌全品項),"janechiou・混合性肌膚・44歲・181 篇心得4這瓶成分不僅來自天然有機的植萃，更有獲得歐洲COSMOS與美國EWG雙認證 乳香緊緻馥活露質地比較偏輕油感，很像水的流動感, 所以一次用量其實不需要太多 帶著木質調的香氣的乳香, 很療愈  依照說明可以單擦或者是加在乳液/乳霜裡混合使用 個人比較偏好混合使用  使用將近2個星期, 使用下來並沒有太大(看完整內容)",
63,Inna Organic 童顏有機,(品牌全品項),bear747・混合性肌膚・43歲・137 篇心得7外觀中規中距的  但滴管的品質非常好，不像有些滴管是做好看的，實際上根本吸不到東西🤔  質地是很水感的油，沒有油耗味，淡淡的香氣很宜人，流動性很高  非常的好推開，我在三十幾度的房間晚上睡前上這款精華油，隔天也不會爆痘，白天出門時上了這瓶精華油悶在口罩裏面，一整天下來也沒有爆痘☺️  使用了一週多，保(看完整內容),
64,Inna Organic 童顏有機,(品牌全品項),Eva-小臻・混合性肌膚・53歲・2 篇心得6購入品上面是我使用前的照片⬆️  商品資訊： ☆超過10種優質有機植萃以黃金比例調製而成。  ☆讓肌膚完整吸收珍貴成分。  ☆無動物實驗。  容量：正品30ml  產地：台灣  包裝設計：滴管設計。  我已經53歲又因瘦身有成肌膚彭潤度降低，細紋也更明顯，木偶紋也很明顯😭😭😭 收到這個產品經過約10天的(看完整內容),
65,Inna Organic 童顏有機,(品牌全品項),Chi Chen..・混合性肌膚・35歲・248 篇心得5第一次使用童顏有機這個牌子的產品 主打天然、安全、有效的保養品 並且是全台灣第一個取得美國EWG健康和環境友善標準認證的品牌 也獲得歐盟cosmos天然/有機認證 產品不添加人工香精、酒精  這次使用的是乳香緊致童顏精華 味道屬於偏草本類，聞起來非常舒服療癒 精華部分我選擇擦拭全臉 最喜歡的一點是質地(看完整內容),
66,Inna Organic 童顏有機,(品牌全品項),Chi Chen..・混合性肌膚・35歲・248 篇心得7第一次使用童顏有機這個牌子的產品 主打天然、安全、有效的保養品 並且是全台灣第一個取得美國EWG健康和環境友善標準認證的品牌 也獲得歐盟cosmos天然/有機認證 產品不添加人工香精、酒精  這次使用的是乳香緊致童顏精華 味道屬於偏草本類，聞起來非常舒服療癒 精華部分我選擇擦拭全臉 最喜歡的一點是質地(看完整內容),
67,Inna Organic 童顏有機,(品牌全品項),_凌・乾性肌膚・30歲・38 篇心得5很開心抽中試用！ 其實之前沒聽過這個牌子， 這次收到試用品才知道原來是台灣品牌， 全產品不添加人工香精、酒精、矽靈， 讓我很感興趣🥰收到的試用品中童顏精華是正品規格~ 或許是因為主打安全和有機， 所以直接大剌剌地直接把成份表放在最明顯的地方😂瓶子是深色玻璃瓶， 一般在外面買精油也都會使用不透光玻璃瓶沒(看完整內容),
68,Inna Organic 童顏有機,(品牌全品項),_凌・乾性肌膚・30歲・38 篇心得5很開心抽中試用！ 其實之前沒聽過這個牌子， 這次收到試用品才知道原來是台灣品牌， 全產品不添加人工香精、酒精、矽靈， 讓我很感興趣🥰或許是因為主打安全和有機， 所以直接大剌剌地直接把成份表放在最明顯的地方依慣例把成份表放上來， 雖然這邊沒怎麼研究，就提供給看得懂的😂 至少是看得懂上面寫著99.65%天(看完整內容),
69,Inna Organic 童顏有機,(品牌全品項),鞋鞋・乾性肌膚・31歲・93 篇心得2首先，感謝Ur 提供這次試用的機會。 這次拿到的產品是童顏有機-乳香緊致童顏精華 產品標榜有機，不添加人工香精、酒精、矽靈、爭議性防腐劑等。 產品本身有茶樹精油的味道 第一次擠出來會有油乳分離的情況，所以每次使用前我都會搖均勻後再擠出使用 精華很好推開但下一秒悲劇就來了。 上臉後開始有一層很嚴重的悶感(看完整內容),
70,Inna Organic 童顏有機,(品牌全品項),siang00384・混合性肌膚・34歲・63 篇心得5🌼【 橙花光采嫩白隱形面膜 】🌼  這次使用的是主打美白與抗老功能的面膜。🌼【 產品簡介 】 橙花光采嫩白隱形面膜，全膚質適用的亮白面膜，增加肌膚彈性、均勻明亮膚色，溫和呵護肌膚的初生光采。  ㄧ般的美白產品，會害怕太刺激，橙花面膜以天然果酸溫和去角質，可以改善暗沉。產品外觀包裝是柔和的橘黃色系，封面(看完整內容),
71,Inna Organic 童顏有機,(品牌全品項),lovekat777・乾性肌膚・42歲・585 篇心得6這次抽中童顏有機的三個產品，我最喜歡的就是童顏霜了。 它不只可以擦臉部肌膚，還可以當眼霜用，一瓶二用很方便。  乳香逆時童顏霜 添加有機乳香複方精油、荷荷芭智能乳化蠟 添加精油，要特別注意孕期小於3個月的準媽媽建議請醫生評估後再使用。我拿到的是試用瓶5ML的容量，小小一瓶也讓我用了好多天。童顏霜很特別(看完整內容),
72,Inna Organic 童顏有機,(品牌全品項),"Pattyho・混合性肌膚・47歲・67 篇心得6感謝Inna Organic 童顏有機及@cosme 提供試用機會  緊致抗老,撫平年歲增長或乾燥產生的細紋 有機乳香複方精油、荷荷芭智能乳化蠟 無動物實驗、vegetarian適用（內含蜂蠟萃取） 這款乳香逆時童顏霜的抗老成分是「有機乳香複方精油」, 以「精緻抗老」為主要訴求。 EWG 美國健康友善(看完整內容)",
73,Inna Organic 童顏有機,(品牌全品項),viviw・乾性肌膚・38歲・18 篇心得7童顏有機的產品皆是純素 無動物實驗、無動物成份、無酒精 Vegan和一般素食者均可以安心的使用  身為一位蔬食者 這些理念，已經徹底的收買我的心了 非常謝謝童顏有機 為了動物，也為了環境盡一份心力精華液按壓出來是淡淡的黃色 推開之後，可以聞到乳香精油的香氣 帶有沉靜、木質調的香味 光用聞的就很療癒😍精(看完整內容),
74,Inna Organic 童顏有機,(品牌全品項),小林萌・混合性肌膚・47歲・40 篇心得6感謝@cosme與童顏有機提供這麼棒的體驗～ 這品牌是擁有健康友善及有機雙認證的🥰以確保成分安全，讓消費者能安心購買👍個人蠻喜歡她的瓶蓋設計，很貼心😊  官網說明： 含有機乳香複方精油、紅花槭和非洲楝樹樹皮萃取 具有全方位的抗痕機制、延緩老化 淡化細紋、緊緻毛孔、使肌膚均勻平滑、增加澎潤光澤感  這瓶(看完整內容),
75,Inna Organic 童顏有機,(品牌全品項),"糖糖糖w;6・混合性肌膚・32歲・1,170 篇心得6這次收到三種面膜 這個品牌我也是第一次看到 最近天氣熱實在很適合敷面膜 所以我立刻就敷完了 這一篇是沒藥水潤淨化😚 我還蠻喜歡這個品牌的包裝 很有質感 後面說明的圖示畫的也很可愛 整個打中媽媽所剩不多的少女心他的精華液有23ml 我拿出來的時候沾的滿手都是 有的甚至還滴下來了 我是滿討厭這種濕漉漉的f(看完整內容)",
76,Inna Organic 童顏有機,(品牌全品項),Lin_bobo・敏感性肌膚・27歲・13 篇心得5Hola❤️大家好 I'm BoBo💁🏻‍♀️   非常榮幸能夠分享Inna Organic 童顏有機「有機精油面膜組」體驗活動✍🏻  謝謝@cosme及Inna Organic 童顏有機提供的試用品，試用商品一共3款，每款共2片- 市價 $1180  自己本身工作行業是電商-各大購物平台母嬰用品企劃(看完整內容),
77,Inna Organic 童顏有機,(品牌全品項),疾風幻影小喵咪・乾性肌膚・41歲・359 篇心得6很榮幸這次能抽中童顏有機的乳液跟乳霜 以前我就用過他們家的乳香馥活油 而我本身也很喜歡乳香精油這類東方調的味道 這次的乳液跟乳霜也讓我感到很滿意 雖然說是小容量體驗，但瓶身是玻璃的就很有質感 而且全新的瓶蓋本身還有密封設計，可以輕易看出修護乳是否有被開封過  一打開就問到一股非常舒服、充滿放鬆感的乳香(看完整內容),
78,Inna Organic 童顏有機,(品牌全品項),"Amy0725・混合性肌膚・43歲・3,115 篇心得6很開心@cosme提供Inna Organic 童顏有機「乳香逆時童顏霜+乳香活膚修護乳」免費試用機會乳香逆時童顏霜 5ml 2罐 乳香活膚修護乳 10ml 1瓶 我手邊大多是沒有味道的保養品 乳香精油被稱為「精油之王」 它的木質香氛讓我心情很放鬆 幫助肌膚更緊實、淡化細紋⋯ 首次體驗Inna Org(看完整內容)",
79,Inna Organic 童顏有機,(品牌全品項),HI CHU・混合性肌膚・35歲・254 篇心得7最近比較有在接觸精油的相關產品 所以一看到這次能體驗乳香製成的保養品就特別感興趣 乳香主要是精油之王 據說是古代埃及豔后所使用的珍貴護膚成分之一 而且味道也是相當的清香，聞起來的香氣很舒服 它的包裝也很可愛，很輕巧，適合外出攜帶的大小 關於肌膚的問題，我的首選也是乳香 這瓶乳香活膚修護乳的質地很清爽水(看完整內容),
80,Inna Organic 童顏有機,(品牌全品項),taya_lee・乾性肌膚・44歲・250 篇心得5開心又可以認識一個新品牌；Inna Organic  透過@cosme被抽中試用，讓臉部可以嘗鮮使用台灣品牌的保養品， 這次抽中的是童顏有機「乳香逆時童顏霜5ML 兩罐， 以及乳香活膚修護乳10ML  一罐」試用商品  Inna Organic 童顏有機「乳香活膚修護乳」10ML   瓶身是黑色玻璃(看完整內容),
81,Inna Organic 童顏有機,(品牌全品項),taya_lee・乾性肌膚・44歲・250 篇心得5開心又可以認識一個新品牌；Inna Organic  透過@cosme被抽中試用，讓臉部可以嘗鮮使用台灣品牌的保養品， 這次抽中的是童顏有機「乳香逆時童顏霜5ML 兩罐，以及乳香活膚修護乳 10ML  一罐」試用商品  童顏有機「乳香逆時童顏霜5ML  瓶身是黑色玻璃罐裝的 乳霜，是一罐可以當作眼(看完整內容),
82,Inna Organic 童顏有機,(品牌全品項),evalinlin・混合性肌膚・35歲・69 篇心得4很高興收到童顏有機的乳香撫紋潤唇精華的試用，因為我本身有再睡前擦精油的習慣，所以也蠻習慣睡前嗅聞乳香精油，因為我知道乳香精油的功效本身就有護膚、抗老、滋潤及穩定心神等功效，不過市面上較少有添加乳香等有機美容保養品，所以能收到這試用品我蠻期待的。  乳香本身就是一種木質調的味道（它就是樹木的汁液，是樹脂(看完整內容),
83,Inna Organic 童顏有機,(品牌全品項),發酵的鮮奶・混合性肌膚・24歲・255 篇心得5結論：味道偏清晰，有點像蘆薈還是甚麼的味道，很普通的面膜  因為面膜喜好不同，就歸類特色吧..  特色： １.面膜紙材質與一般面膜不同 ２.味道是偏木質香 ３面膜顏色偏黃薄 ４皮膚保濕 ５精華液滿滿超有誠意  缺點： 材質很特別所以臉的邊緣不貼，邊緣容易捲起來 ＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿(看完整內容),
84,Inna Organic 童顏有機,(品牌全品項),發酵的鮮奶・混合性肌膚・24歲・255 篇心得7結論：喜歡木質香的大推特推！！！敷完皮膚超級亮！ （試用三片，這片效果最好！）   因為面膜喜好不同，就歸類特色吧..  特色： １.面膜紙材質與一般面膜不同 ２.味道是偏木質香 ３面膜顏色偏黃薄 ４皮膚變亮（提亮很明顯很誇張），超級保濕 ５精華液滿滿超有誠意  缺點： 材質很特別所以臉的邊緣不貼，邊(看完整內容),
85,Inna Organic 童顏有機,(品牌全品項),吳紅荳・混合性肌膚・33歲・729 篇心得7購入品這應該是我用過最有感的面膜了  雖然不是生物纖維面膜  但因為它使用有機精油  成份上更高規格  （圖片取自官網）  這幾年接觸到有機/天然生機的東西  以食品為主  了解後知道要取得有機認證有多麼不容易  經過歐盟認證的有機面膜  也是我第一次敷過的有機面膜  面膜紙採用日本製造頂級冰羽靈布膜  吸(看完整內容),
86,Inna Organic 童顏有機,(品牌全品項),"小米粉・混合性肌膚・44歲・1,386 篇心得4參加@cosme活動獲得的試用品 謝謝Inna Organic 童顏有機 以及@cosme提供的試用機會 這一片面膜是主打美白功能打開之後 面膜紙附有一片塑膠片做支撐固定袋中的精華液也是很豐富 帶有木質調的香味 但這款面膜袋中的精華液比較水 是橘色的 （外包裝有說明是正常現象）不是很濃稠的那種 但上臉(看完整內容)",
87,Inna Organic 童顏有機,(品牌全品項),辣媽薇薇安・乾性肌膚・48歲・211 篇心得5謝謝童顏有機提供乳香緊致馥活油正貨ㄧ瓶乳香緊致馥活油 強調不做動物實驗、友善海洋 添加有「精油之王」之稱的有機乳香精油，具有緊實、撫紋之效打開有木質香味，滴管設計 使用上非常方便流動性高有濃濃的木質味 味道有點濃，但推開後味道很快就淡掉了試用後感覺這是一款輕薄的護膚油 很快吸收不厚重 試用期間皮膚狀況(看完整內容),
88,Inna Organic 童顏有機,(品牌全品項),杏仁牛奶・混合性肌膚・36歲・60 篇心得5感謝@cosme及Inna Organic 童顏有機提供的試用品！ 這次拿到的是正貨，容量有30ml  雖說我是油肌，但我非常喜歡油類保養品，皮膚講究的是油水平衡，好的油脂不但不會阻塞毛孔，還有著非常優異的角質修護效果！  這瓶乳香緊致馥活油是滴管設計，可以非常精準控制用量，我是每天晚上使用，每次2滴(看完整內容),
89,Inna Organic 童顏有機,(品牌全品項),chienchhie・乾性肌膚・41歲・16 篇心得7我很喜歡油類保養品，用過專櫃5種左右的精華油，好開心這次抽中了 Inna Organic 童顏有機「乳香緊致馥活油」30ml。Inna Organic嚴選獨家輕馥活油、有機堅果油、有機荷荷巴油等，超過10種優質有機植萃以黃金比例調製而成，質地輕薄透，讓肌膚完整吸收珍貴成分。很水感的質地，滴在手背上還來(看完整內容),
90,Inna Organic 童顏有機,(品牌全品項),田田的天空・乾性肌膚・52歲・19 篇心得7其實一直都有使用保養油的習慣，這次抽中「童顏有幾乳香緊緻馥活油」，是一款四季都可使用的情感精華油。 包裝採用黑色玻璃瓶裝，內容物較不受日曬影響，品質會比較穩定，滴管設計能控制流量，前3天，純粹使用精華油，每次使用約5滴，在手掌先搓熱，再抹上臉按摩並感受精華油的芬芳，很好吸收不粘膩，第二天起床，臉部也不(看完整內容),
91,Inna Organic 童顏有機,(品牌全品項),好的人總是不被了解・混合性肌膚・40歲・483 篇心得5一直很怕使用油類保養品的我，這次很幸運抽到試用 因為我相信貴網站的推薦  是個我沒聽過的品牌，但只要是台灣製造都能讓人放心 商品採紙盒印製包裝，沒有多餘的裝飾 圖片設計也給人很乾淨舒服的感覺  不知道為什麼，只要玻璃瓶滴管的都覺得很高級 雖然是油可是質地很水，一滴出來流的我嚇一跳 神奇的是非常的清爽！(看完整內容),
92,Inna Organic 童顏有機,(品牌全品項),奶油兒・混合性肌膚・34歲・40 篇心得7感謝cosme讓我抽到童顏有機的產品來試用 超級開心的 : ) 這款是橙花光采嫩白面膜 這面膜是天然果酸，可以讓肌膚維持嫩白明亮的狀態 打開後有淡淡的香氣，敷上去後還會聞到陣陣淡香 面膜的材質非常的服貼!! 敷了10分鐘後，我把精華用手指推按至吸收，也沒有黏膩感 非常的吸收! 敷完吸收後，真的有微亮+(看完整內容),
93,Inna Organic 童顏有機,(品牌全品項),奶油兒・混合性肌膚・34歲・40 篇心得7感謝cosme讓我抽到這牌子的產品來試用  好開心啊~~~ 這乳香系列裡面有精油香，木質調的香氣聞起來真的超療癒的 讓我在保養時候臉跟心靈都覺得很開心~ 這款精華擠出來，是微微透明的質地~~ 很容易推開也超容易吸收的!! 吸收後很清爽，不會有討人厭的黏膩感 整體來說，這段時間用了這款精華，膚質非常穩定(看完整內容),
94,Inna Organic 童顏有機,(品牌全品項),"奶油兒・混合性肌膚・34歲・40 篇心得7感謝cosme讓我體驗這款乳香逆時童顏霜 第一次使用這牌子 ""童顏有機""體驗這罐是乳香逆時童顏霜，裡面有添加有機奧圖玫瑰純露44%，聞起來真的有精油香 雖然是霜，但並不會很難推開的質地 這是一霜兩用的產品，不但可以擦全臉還可以擦眼周地方 因為很溫和，所以使用下來眼周也不會長小東西，很喜歡~~~  質地(看完整內容)",
95,Inna Organic 童顏有機,(品牌全品項),Chi Chen..・混合性肌膚・35歲・248 篇心得6第一次使用童顏有機這個牌子的產品 主打天然、安全、有效的保養品 並且是全台灣第一個取得美國EWG健康和環境友善標準認證的品牌 也獲得歐盟cosmos天然/有機認證 產品不添加人工香精、酒精  這次使用的是乳香緊致童顏精華 味道屬於偏草本類，聞起來非常舒服療癒 精華部分我選擇擦拭全臉 最喜歡的一點是質地(看完整內容),
96,Inna Organic 童顏有機,(品牌全品項),李小桃・乾性肌膚・39歲・195 篇心得3感謝 @Cosme及 Inna Organic 童顏有機 提供的試用機會  產品說明： 天然有機界的白金級抗老，無添加增稠劑，質地清爽好吸收，全方位的抗老機制，達到抗老撫紋之效，減少外在環境造成的刺激、延緩肌膚老化，改善肌膚緊實度，散發自然肌膚光澤  使用時間：偏涼爽的新竹春天，早晚溫差大 膚質：乾(看完整內容),
97,Inna Organic 童顏有機,(品牌全品項),J-Bo・混合性肌膚・32歲・121 篇心得5嗨~我是混合偏油微敏泛紅肌的J-bo。 實測環境：室內21-23度，室外19-25度。日夜溫差。Inna Organic 橙花光采嫩白隱形面膜 光是這個包裝就引起我的購買慾 再加上前面使用了童顏霜和童顏精華 有效改善我最近肌膚起皮的問題 這個嫩白隱形面膜應該也是很厲害 尤其它有許多很棒的有機原料和天然(看完整內容),
98,Inna Organic 童顏有機,(品牌全品項),鞋鞋・乾性肌膚・31歲・93 篇心得4首先感謝Ur提供這次試用的機會。 這次試用的產品是：童顏有機-橙花光采嫩白面膜 此款面膜添加了熊果素、傳明酸等成分。 面膜紙很薄，沒有彈性也沒有輪廓裁切線。 面膜本身也不太吸收精華液，面膜袋中的精華液量也偏少。 敷上臉後，因為沒有輪廓裁切線，輪廓邊無法完整服貼，鼻翼部分的面膜紙也偏小，所以鼻翼兩側無法(看完整內容),
99,Inna Organic 童顏有機,(品牌全品項),koala・混合性肌膚・50歲・74 篇心得5這次試用品為”Inna Organic 童顏有機”這個品牌的乳香保養體驗組共三款，乳香緊致童顏精華 30ml/NT$ 1680 Frankincense Revitalizing Serum、乳香逆時童顏霜5ml Frankincense Revitalizing Face & Eye Cre(看完整內容),
100,Inna Organic 童顏有機,(品牌全品項),蔡蔡。・乾性肌膚・31歲・53 篇心得6撕開包裝，裡面有滿滿的橙花精華液～  這是我第一次使用「童顏有機 Inna Organic」的產品，也是第一次使用有機產品，查了一下才知道原來是MIT的！是台灣第一個取得美國EWG健康及環境友善標準認證的品牌，產品也獲得歐盟COSMOS天然/有機認證，並且全產品不添加人工香精、酒精、矽靈與爭議性防腐劑(看完整內容),
101,Inna Organic 童顏有機,(品牌全品項),riccati・混合性肌膚・45歲・144 篇心得6先說再前面，這是我這次試用中最喜歡的產品  這品牌訴求天然、安全、有效的保養效果 通過有機認證，避面添加酒精、香精、矽靈、爭議防腐劑等 可以說是我不喜歡的添加物，它都不會加 COSDNA成分表九成以上是綠燈 https://www.cosdna.com/cht/cosmetic_7f16549132.(看完整內容),
102,Inna Organic 童顏有機,(品牌全品項),riccati・混合性肌膚・45歲・144 篇心得4感覺面膜是種加強功能的保養品項 所以一般多再加強保濕才會使用 或是夏季放冰箱冰冰的快速降溫的時機 反倒是強調美白效果的 很怕效果太強而踩雷  這品牌訴求天然、安全、有效的保養效果 避面添加酒精、香精、矽靈、爭議防腐劑等 可以說是我不喜歡的添加物，它都不會加 這點讓我很喜歡 覺得可以放心試用  品項名稱(看完整內容),
103,Inna Organic 童顏有機,(品牌全品項),"Pattyho・混合性肌膚・47歲・67 篇心得6「COSMOS天然認證面膜」，調和童顏有機獨家有機精油 亮白、溫和去角質、增加肌膚彈性 有機橙花複方精油、澳洲珍珠萊姆萃取 日本獨家冰羽靈隱形面膜布，輕薄服貼 純素(vegan)可用、無動物實驗. 外包裝很有質感~ 清洗全臉後,打開面膜包裝,有淡淡橙香味,很讓人放鬆~ 將白色珍珠膜向外,透明布膜貼臉部(看完整內容)",
104,Inna Organic 童顏有機,(品牌全品項),onzizi・混合性肌膚・31歲・134 篇心得6瓶身和精華液一樣是不透光材質，摸起來也是玻璃和塑膠混合的觸感  瓶蓋有點緊，要抓對角度才打得開  打開後有一層封住的膜，小容量也有做這個保護膜，我覺得很加分  味道也和精華液一樣，但個人更喜歡霜的味道，擦起來特別療癒  霜體是白色，滿紮實的觸感，需要在手心透過體溫稍微化開  上臉時得慢慢推開才不會有白(看完整內容),
105,Inna Organic 童顏有機,(品牌全品項),小以恩・混合性肌膚・37歲・57 篇心得6這一次試用「Inna Organic 童顏有機乳香逆時童顏霜」， 我是第一次使用這個品牌，也是第一次使用有機的品牌我在擦完「乳香緊緻童顏精華」之後， 接著上這一款乳霜， 一打開，有一層保麗龍膜隔開， 確保品質，感覺很用心我輕輕擦拭臉部，它很好推開，也很好推勻， 我聞到一股濃郁的草本香，那是精油的香氣，(看完整內容),
106,Inna Organic 童顏有機,(品牌全品項),迷你型的婷婷・混合性肌膚・39歲・951 篇心得71.商品資訊： ★嚴選有機乳香精油、有機玫瑰純露、植物菑醇等超過10種大自然的精華。 ★質地輕薄，可快速滲透到皮膚底層，預防衰老，滋養乾敏肌膚，恢復光澤。 ★純素可用、無動物實驗。 ★敏感肌膚適用。  2.容量：正品50ml/試用品10ml  3.產地：台灣  4.包裝設計：正品為黑色玻璃瓶身+按壓式(看完整內容),
107,Inna Organic 童顏有機,(品牌全品項),"〃目標素顏肌  ,,・混合性肌膚・33歲・401 篇心得4這是網友交流會贈送品之一。 謝謝Urcosme，讓我有機會體驗。  面膜很輕薄，很像醫療用的無菌紗布 吸滿滿的精華液。淡淡黃色精華液跟化妝水一樣，敷臉就覺得好像在濕敷。 面膜不易滑落，比較不服貼味道是很草本的味道， 有點類似契爾氏金盞花化妝水的味道。 短暫敷完10分鐘，面膜滿快速的吸收完畢。 臉嫩嫩，(看完整內容)",
108,Inna Organic 童顏有機,(品牌全品項),"糖糖糖w;6・混合性肌膚・32歲・1,170 篇心得5今天來分享面膜 很久沒收到試用立刻用光光 這次拿到三片不一樣的口味 剛好分三天😉 這篇是寫玫瑰天竺葵☺️連續敷了三天面膜真的打開長的都一樣 三種口味的面膜紙都是黃色的 然後很薄很薄~ 就很符合他的品名：隱形面膜😙 他的精華液有23ml 我拿出來的時候沾的滿手都是 有的甚至還滴下來了 我是滿討厭這種濕漉(看完整內容)",
109,Inna Organic 童顏有機,(品牌全品項),Ivy chun・普通性肌膚・34歲・44 篇心得6非常感謝 ＠cosme 讓我幸運抽到｛Inna Organic 童顏有機「橙花光采嫩白隱形面膜」｝正品2片． 商品外包裝採用啞光材質，搭配橙花的手繪風格及黃色系搭配，質感非常好．  若對於市售的嫩白產品太刺激的妳，這款｛Inna Organic 童顏有機「橙花光采嫩白隱形面膜」｝採用有機以天然果酸溫和(看完整內容),
110,Inna Organic 童顏有機,(品牌全品項),Charlie5+1・混合性肌膚・26歲・13 篇心得3沒有拍到商品本身照片😭 因為太期待了就直接拿來敷 這款是天竺葵的 打開來真的是濃郁天竺葵香味 很想置身在什麼精油專櫃的感覺裡面精華液其實算蠻多的 呈現淡橘色 再來就直接敷上啦必須說這系列面膜 有夠服貼及隱形！！！！ 這個必須給100分 個人兩頰偏乾T油 我是不容易敏感 但這款在我唇周有些許的 辣辣的感(看完整內容),
111,Inna Organic 童顏有機,(品牌全品項),Charlie5+1・混合性肌膚・26歲・13 篇心得4首先感謝@cosme抽中我😭😭😭 讓我有這次體驗的機會 而且還是精油面膜（本身超愛精油  打頭陣的是橙花面膜外包裝做的真的很植萃感 而且一打開真的有橙花的味道 原本超怕香精味 但完全不會裡面精華液真的橘橘的這是剛洗澡完素顏的樣子 頭髮還很濕😂 本身混合型 兩頰乾 T油立馬來敷 它的布膜真的很隱形也挺服(看完整內容),
112,Inna Organic 童顏有機,(品牌全品項),Ivy chun・普通性肌膚・34歲・44 篇心得6非常感謝 ＠cosme 讓我幸運抽到｛Inna Organic 童顏有機「沒藥水潤淨化隱形面膜」｝正品2片． 商品外包裝採用啞光材質，搭配沒藥樹的手繪風格及粉藍色系搭配，質感非常好．  ｛Inna Organic 童顏有機「沒藥水潤淨化隱形面膜」｝是一款專注速效及長效保濕，修護乾裂缺水肌膚． ✓有機沒(看完整內容),
113,Inna Organic 童顏有機,(品牌全品項),璇・混合性肌膚・39歲・197 篇心得5使用這個面膜可以看到，要把白色的朝外， 對上臉部肌膚後，慢慢的將白色部分撕下來就可以囉！ 因為面膜薄薄的，如果撕下來再自己貼上臉， 就會有點不好對準唷！  可以看到這個面膜可以完全服貼在臉上，而且很大一片， 整個臉都可以敷到唷！ 另外就味道來看，它沒有什麼特別的味道， 怕有香味的朋友就不用擔心唷！ 裡(看完整內容),
114,Inna Organic 童顏有機,(品牌全品項),Ivy chun・普通性肌膚・34歲・44 篇心得6非常感謝 ＠cosme 讓我幸運抽到｛Inna Organic 童顏有機「玫瑰天竺葵舒緩修護隱形面膜」｝正品2片． 商品外包裝採用啞光材質，搭配玫瑰天竺葵的手繪風格及粉紅色系搭配，質感非常好．  ｛Inna Organic 童顏有機「玫瑰天竺葵舒緩修護隱形面膜」｝是針對換季．曬後，做臉等造成得肌膚不適(看完整內容),
115,Inna Organic 童顏有機,(品牌全品項),茉・混合性肌膚・46歲・351 篇心得7童顏有機乳香緊致童顏精華產品外瓶很有質感，不透光玻璃瓶身小出口設計，使用上很方便控制用量，凝乳質地很清爽好推抹延展，質地真是很細膩柔滑，淡雅舒柔的精油香氣，自然清新的香調，沒有油耗味，保養時讓人聞起來就心情很愉快，保養品的香氣也會影響使用時的心情，這瓶精華的乳香香調真是讓我覺得無比放鬆，比想像中好聞很(看完整內容),
116,Inna Organic 童顏有機,(品牌全品項),"urmi・混合性肌膚・46歲・32 篇心得4謝謝童顏有機和Urcosme提供乳香逆時童顏霜+乳香活膚修護乳的試用機會 <3   其實我一直都很愛乳香的味道, 之前也有買過乳香精油來做室內薰香,  發現自己得到這兩項產品的試用機會真的很開心!  今年春初的氣候和溫度真像雲霄飛車衝上衝下,   有幾天白天像夏天晚上又變冷, 肌膚在這種時候著實(看完整內容)",
117,Inna Organic 童顏有機,(品牌全品項),momotsai・混合性肌膚・37歲・45 篇心得6感謝@cosme提供試用新產品的機會☺️ 這次試用的是有機品牌INNA ORGANIC童顏有機的產品， 「乳香逆時童顏霜」產品名稱是不是就很吸引人😆 這個品牌其實對我來說有點陌生， 但搜尋了一下， 童顏有機不但產品成分講究， 連包裝都致力於環保及永續使用， 童顏霜外包裝使用能夠回收再利用的玻璃容器，(看完整內容),
118,Inna Organic 童顏有機,(品牌全品項),迷亭・乾性肌膚・37歲・8 篇心得5首先感謝urcosme跟童顏有機提供試用品 過去沒有嘗試過「童顏有機」，但從品牌名來看預想是個有機天然溫和的產品。 試用品的包裝很有質感，就跟精油一樣使用避光玻璃瓶，氣味很好聞，讓人覺得很放鬆。 修護乳延展性很好，順著地心引力流下，，吸收效果很好，清爽不粘膩。查資料顯示乳香精油幫助肌膚活化並撫平細紋，(看完整內容),
119,Inna Organic 童顏有機,(品牌全品項),迷亭・乾性肌膚・37歲・8 篇心得7首先感謝urcosme跟童顏有機提供試用品 過去沒有嘗試過「童顏有機」，但從品牌名來看預想是個有機天然溫和的產品。 試用品的包裝很有質感，氣味很好聞，讓人覺得很放鬆。 以為膏體延展性不好，但以手溫搓揉後，可以達到很好的延展，吸收效果也很好，覺得很清爽、不悶。查資料顯示乳香精油幫助肌膚活化並撫平細紋，也(看完整內容),
120,Inna Organic 童顏有機,(品牌全品項),QQ貓・混合性肌膚・37歲・389 篇心得5第一次使用《Inna Organic 童顏有機 》這個MIT牌子，雖然是小包裝試用品，但是一點也不隨便，不過和童顏霜比起來，這款＜乳香活膚修護乳＞比較難倒出使用，第一次用時狂敲手背，哈哈。  【官網說明】 童顏有機致力開發天然，安全，有效的保養品。 是全台灣第一個取得美國EWG，健康及環境友善標準認證(看完整內容),
121,Inna Organic 童顏有機,(品牌全品項),QQ貓・混合性肌膚・37歲・389 篇心得5第一次使用《Inna Organic 童顏有機 》這個MIT牌子，雖然是小包裝試用品，但是一點也不隨便，瓶口封很緊還有隔墊。 這款「乳香逆時童顏霜」名稱好特別，稍微了解一下這個MIT牌子的用心和品牌。 【官網說明】 童顏有機致力開發天然，安全，有效的保養品。 是全台灣第一個取得美國EWG，健康及環境友(看完整內容),
