post_id,brand,title,content,created_at,sentiment,pain_points,highlights
65,DR.WU,玻尿酸保濕精華化妝水,這次要分享的是 DR.WU玻尿酸保濕精華化妝水很高興這次有機會可以試用到這瓶化妝水！ 一直以來，我對化妝水的印象就是非常稀、效果不明顯 這一款化妝水不僅不是稀到不行的化妝水 還是特別的精華拉絲質地 看圖片就知道，是非常非常保濕的質地  上臉之後延展性非常好 也完全不會因為質地較稠 就覺得肌膚悶、厚重,,正面,,"保濕有感, 輕盈好吸收"
66,DR.WU,玻尿酸保濕精華化妝水,▲ 商品外觀(有質感的寶石藍！) ▲ 產品說明▲ 化妝水質地  感謝@cosme再度給予試用機會！ 這次試用的品牌是從以前就一直想嘗試的醫美品牌—DR.WU達爾膚~  這款「玻尿酸保濕精華化妝水」使用下來感到超級驚艷， 它的質地不僅只是一般水的質感，更類似像精華液一樣有拉絲的效果， 雖然濃稠、怕肌膚會,,正面,,保濕有感
67,DR.WU,玻尿酸保濕精華化妝水,非常感謝cosme提供機會讓我能試用DR.WU 達爾膚 的玻尿酸保濕精華化妝水☺️ 我自己最近是DR. WU的忠實粉絲😍 受到試用的前一週才剛網購了這款化妝水😂 現在又直接抽到一瓶試用也是很幸運🥴 這款是保濕款化妝水 外觀是我最愛的藍色💙此款化妝水微稠但仍很有流動性💧 應當是適合用來濕敷的所以沒有做成,,正面,,輕盈好吸收
68,DR.WU,玻尿酸保濕精華化妝水,真的很高興又抽到獎品跟大家分享了😍 我真的很喜歡用DR.WU的產品 尤其是杏仁酸亮白煥膚精華🙋🏻‍♀️ 這次要跟大家分享的是【玻尿酸保濕精華化妝水】 他是運用了業界獨家「智慧型肌因活水科技」 結合日本大分子及專利小分子雙重玻尿酸 另搭配德國專利玻尿酸肌活因子、法國專利玻尿酸啟動因子 還添加了植物性類分,,正面,,其他
69,DR.WU,玻尿酸保濕精華化妝水,謝謝DR.WU提供三罐正貨體驗，分別是玻尿酸保濕精華化妝水、玻尿酸保濕精華乳及玻尿酸保濕潔顏凝露，這篇先分享玻尿酸保濕精華化妝水的試用心得  首先來看質地質地是有點稠的化妝水(因此產品介紹寫「類」精華質地)，但也不會稠到像精華一般，上臉很快就會化開成水狀(如下圖)推開後不會有黏膩感，很好吸收，質地非常,,正面,,輕盈好吸收
70,DR.WU,玻尿酸保濕精華化妝水,今天來分享Dr.Wu 玻尿酸保濕精華化妝水試用心得   商品照如下圖第一次使用時有被化妝水質地嚇到，因為預期一般使用的化妝水都是偏水感，此款是類似精華液質地的化妝水，使用起來肌膚相當保濕，但擦在臉上後，並不會覺得黏膩，我認為是此產品最大特點，也是驚豔的地方。但也因為質地較屬於精華液較黏稠感，另外也是屬,,正面,,"保濕有感, 輕盈好吸收"
71,DR.WU,玻尿酸保濕精華化妝水,很高興這次能抽到試用體驗，以下分項論述這是化妝水的外觀，包裝普通，沒什麼特別 但整體的份量挺充足 值得注意的是，這化妝水是有些黏稠的 如照片所示，它可以牽絲，這意味它距離所謂的「清爽」其實有點距離，應該也無法用來濕敷 而且氣味說不上好聞，是普通的醫美化工品氣味 因此擦在臉上，老實說第一的感受不會很好，,,負面,質地黏膩;香味不佳,
72,DR.WU,玻尿酸保濕精華化妝水,第一次抽中試用 一開始還以為是詐騙包裹 拆開後真的欣喜若狂 感謝平台讓我有試用的機會❤️  之前常在美妝店醫美櫃看見Dr.Wu 這是第一次使用他們家的產品之前常在美妝店醫美櫃看見Dr.Wu 這是第一次使用他們家的產品  包裝上還有QR Code可以掃碼登錄 可以獲得會員點數  DR.WU 官方網站：h,,非評論,,
73,DR.WU,玻尿酸保濕精華化妝水,一直以來都很喜歡Dr. WU的玻尿酸保濕系列以及超逆齡修復系列的產品。這次拿到玻尿酸保濕精華系列真是超驚喜。超澎湃的三件組，分別是化妝水、精華液和乳液。這瓶玻尿酸保濕精華化妝水的包裝雖然還是塑料瓶身，但還蠻有質感的，依舊維持著簡約的風格。如同大部分化妝水一般的瓶口，可以直接倒在掌心，也可以搭配化妝棉一,,正面,,包裝質感
74,DR.WU,玻尿酸保濕精華化妝水,首先感謝UrCosme與DR.WU，讓我有機會參與活動！！   試用DR.WU的產品讓人很放心，因為品牌特點就是無添加，也不含酒精！ 而這款DR.WU玻尿酸保濕精華化妝水，讓我滿驚豔的！   看到這個拉絲嗎？第一次用整個超擔心！以前有用過保濕化妝水，是稠稠的質地，一樣有拉絲，可是用起來肌膚要花點時間才,,正面,,"輕盈好吸收, 保濕有感"
75,DR.WU,玻尿酸保濕精華化妝水,這次試用的是[DR.WU 達爾膚醫美保養系列] 玻尿酸保濕精華化妝水 收到的產品是正品150ml   產品很貼心上面還有寫第二步驟 這款保濕化妝水沒有添加酒精，所以敏感型肌膚也可以使用 打開包裝產品是深藍色的包裝 搖晃其實可以看的到裡面剩下的化妝水還有多少 把產品到在手上  他跟我想的化妝水不太一樣,,中性,,
76,DR.WU,玻尿酸保濕精華化妝水,🍀官網介紹 商品簡介 智慧型肌因活水科技: 業界唯一，日德法保濕專利，結合日本大分子玻尿酸，與專利小分子玻尿酸，達到外鎖水內補水，加上德國專利玻尿酸肌活因子與法國專利玻尿酸啟動因子，啟動深層水巡力，肌活保濕不間斷。 首創類精華質地，迅速滲透、超級水感，引導後續保養精華層層滲入 添加植物性類分子酊,,非評論,,
77,DR.WU,玻尿酸保濕精華化妝水,因為肌膚常常覺得缺水緊繃，趁特價時買了大家推薦的精華液，真的名不虛傳，我的臉現在白天都不會在緊繃了，狀態也很好👍 且他的成分有添加分子酊，對術後修復的效果很好！質地剛開始覺得黏黏的，但過一下後就吸收了，不添加香料酒精，敏感性肌膚的人可以試試看！ 算是開架式cp質不錯的選項，會再回購,,正面,,"輕盈好吸收, 保濕有感, 無香精"
78,DR.WU,玻尿酸保濕精華化妝水,很高興這次能參加UrCosme的試用活動  這次是體驗DR.WU 達爾膚 - 玻尿酸保濕精華露150ml的產品  這是我第一次接觸到DR.WU的產品，之前也沒在櫃上試用過  一直很好奇他到底為什麼這麼有名，讓我們一起來看看吧!!       他瓶口設計還蠻大的口，方便倒  因為其實他就是有稠度的化妝水,,中性,,
79,DR.WU,玻尿酸保濕精華化妝水,首圖是前後代玻尿酸保濕經華.... 前一代是我之前參加DR.WU體驗會的贈禮， 使用也好一陣了只是手邊產品太多一直沒有用光， 剛好可以拿來比較一下  剛洗完澡沒有立刻擦保養品，在最近寒流來的狀況下，真的會有緊緊繃繃的不舒服感覺 以前都不會這樣，不知道是不是年紀變大的關係  DR.WU玻尿酸保濕精華露對,,中性,,
80,DR.WU,玻尿酸保濕精華化妝水,使用商品：DR.WU 達爾膚 玻尿酸保濕精華化妝水 使用包數：1小包(2ml/包) 使用後回購率：35%  ====================================================== 有點忘了怎麼拿到這包的 就簡單講講囉產品敘述(擷取自@cosme): 智慧型肌因活水,,非評論,,
81,DR.WU,玻尿酸保濕精華化妝水,很幸運可以取得這次的使用機會 包含了清潔、化妝水及乳液  玻尿酸保濕精華化妝水 包裝是深藍色透明的瓶身  產品主打包含大分子玻尿酸可以鎖水 和小分子玻尿酸可以滲透到基底 倒到化妝棉上很快就滲透進去 相信也能很快滲透到皮膚內哈哈  化妝水質地是偏稠但有相對的流動性啦！ 雖然質地稠但不會粘膩而且吸收迅速,,正面,,輕盈好吸收
82,DR.WU,玻尿酸保濕精華化妝水,DR.WU的玻尿酸保濕精華化妝水可以達到立即補水、長效保濕！  雖然售價以開架來說偏高，但真的好用，對得起它的價格   首先質地是透明稠狀，無香味，跟玻尿酸原液非常相似  擦上臉可以感覺到肌膚吸飽了水，非常舒適  稍微推開就吸收了，比起一般的玻尿酸產品更迅速滲透   我一向都不太喜歡稠狀的化妝水，因為,,正面,價格偏高,"保濕有感, 輕盈好吸收, 無香味"
83,DR.WU,玻尿酸保濕精華化妝水,**首先感謝URCOSME和 DR.WU 達爾膚 讓我抽中    「玻尿酸保濕精華化妝水」  ★質地；水潤水潤的，可能是內含有大量玻尿酸， 很有水感但有點黏稠樣。    ★使用後；  我本身的膚況是容易因酒精而感到過敏發癢，  DR.WU的產品都不含酒精，不傷皮膚， 我都會直接倒一元硬幣的大小， 用手,,正面,質地黏膩,"保濕有感,溫和不刺激"
84,DR.WU,玻尿酸保濕精華化妝水,感謝Dr.Wu如此大方給三樣正品試用，排排站覺得好開心。 一直有看到Dr.Wu的玻尿酸保濕精華化妝水出現在各個網友推薦的化妝水排行內，卻沒有買來使用過，此次收到試用，使用下來發現真的網友的話要聽啊！！太晚知道有多好用了。  此化妝水的質地是濃稠型，一開始倒出來以為會是黏膩感很重的，結果上臉後吸收超快速,,正面,,輕盈好吸收
85,DR.WU,玻尿酸保濕精華化妝水,這次分享的產品是Dr Wu 的玻尿酸保濕精華化妝水，謝謝再次給了機會能夠體驗產品   先說質地的部分，不是水狀而是有點像精華液稠稠的感覺，倒在化妝棉上使用比倒在手上更好吸收，無香味也不刺激，保濕度也不錯，洗完臉後能夠瞬間保濕保水，後續使用產品也能夠很快吸收，做為保養的第一道手續，能夠讓乾燥的肌膚立即恢,,正面,,"輕盈好吸收, 保濕有感, 無香精, 溫和不刺激"
86,DR.WU,玻尿酸保濕精華化妝水,*感謝@cosme和Dr.wu給的試用 只在夏天用過，皮膚是乾肌但不到很乾這款化妝水的質地看起來水水的，但實際上比較稠，上臉滑滑的，建議用量是10元硬幣大小  最讓我驚豔的是吸收真的很快，馬上就很乾爽，但是不會像一些牌子有揮發後乾掉沒有保濕的狀況  目前用起來是很喜歡的，也沒有什麼過敏的問題，沒有長痘,,正面,,"輕盈好吸收, 保濕有感"
87,DR.WU,玻尿酸保濕精華化妝水,謝謝@COSME與DR.WU給我試用的機會 這次有潔顏凝露，化妝水，乳霜， 都是正品容量。這篇是要介紹化妝水， 影片有1分鐘，  這款文宣是說中性到乾性肌膚都能使用， 但自己是極乾性的皮膚， 自己花了N年的經驗， 才在屈臣氏，康是美找到合適的產品，  這罐沒深得我心的是，  第一， 售價並不便宜，表現,,負面,價格偏高,
88,DR.WU,玻尿酸保濕精華化妝水,很久以前就知道DR.WU達爾膚這個醫美保養品牌，主打「無添加、不含酒精、高濃度、高等成分、高安全性」五大特性，不含酒精、香精，溫和不刺激，是敏弱膚質的最佳選擇，但一直都沒有購買或使用過。  這次很幸運能夠有機會試用DR.WU達爾膚玻尿酸保濕系列的三大產品，而且是直接提供正品規格，超級大方的！我本身是乾,,非評論,,
89,DR.WU,玻尿酸保濕精華化妝水,超級感謝@Cosme和DR.WU讓我有這個機會可以體驗玻尿酸保濕系列的三個產品-玻尿酸保濕精華化妝水、玻尿酸保濕精華乳、玻尿酸保濕潔顏凝露。一直以來我都超級喜歡他們各個系列的產品，我覺得用起來很溫和不刺激，然後這是我第一次使用這個玻尿酸保濕系列的產品，在這幾週每天使用下來，我覺得這三個產品都超讚的，整,,正面,,溫和不刺激
90,DR.WU,玻尿酸保濕精華化妝水,這瓶化妝水真的是出乎我意料的好用，即便這樣夏天的天氣還是會選擇使用它，出場率很高XD  其實前陣子剛換季，一直在苦惱要換怎麼樣的產品才能抵抗台灣這麼熱的夏天，雖然我是乾性膚質但夏天還是會熱到出遊流汗的窘境。本來剛拿到試用品是不太抱持希望的，因為他質地非常特別，有一點稠稠的，很擔心會粘膩不好吸收，但,,正面,,輕盈好吸收
91,DR.WU,玻尿酸保濕精華化妝水,很開心第一次抽中正貨套組 這次體驗的是DR.Wu玻尿酸系列： 玻尿酸保濕精華化妝水、玻尿酸保濕精華乳、玻尿酸保濕潔顏凝露 這三瓶都是很溫和且無香味的  ●玻尿酸保濕精華化妝水● 質地很像秋葵的黏液(哈) 原本擔心會不好吸收 結果吸收超快的 比很多清爽型化妝水吸收還快 吸收完很清爽 還可以幫助後續保養品,,正面,,"輕盈好吸收,溫和不刺激,無香精"
92,DR.WU,玻尿酸保濕精華化妝水,首先先謝謝＠cosme以及DR.WU達爾膚提供這次試用的機會給我。 DR.WU一直以來都是我選擇開架醫美的首選。一次寄給我三罐正貨，相當大方，也很開心可以中獎！ 第一個要分享的是玻尿酸保濕精華化妝水的試用心得，試用兩週左右的時間。這款玻尿酸保濕精華化妝水的質地不是水感的，稍微有點稠，保濕度相比其他的水,,中性,,
93,DR.WU,玻尿酸保濕精華化妝水,非常幸運，好久沒有抽到試用活動。這次體驗玻尿酸保濕精華化妝水+玻尿酸保濕精華液+玻尿酸保濕精華乳，三罐竟然都是正品大小，真的可以奢侈毫不手軟的試用看看。 記得很久以前打過一次雷射，當時的美容師交代一定要使用沒有美白效果的商品，最好是單純保濕的商品。可是醫美的保養品價格總讓人望之卻步，效果也不知道是不是,,中性,,
94,DR.WU,玻尿酸保濕精華化妝水,謝謝Ur我這次也太幸運了吧！一次試用三種商品，全部都是正貨，感謝Dr.WU讚嘆DR.WU 試用了大概快兩星期，我真的非常大愛此商品！他不是太水的質地但是也不會過於濃稠不舒服，夏天其實我很怕太濃稠的商品哈哈但是這瓶完全沒有這個問題，我是使用化妝棉擦拭臉部肌膚很快就會吸收了而且保濕力很好👍而且完全沒有香精,,正面,,"輕盈好吸收,保濕有感,無香精"
95,DR.WU,玻尿酸保濕精華化妝水,感謝urcosme的特別企劃與DR.WU抽中我能讓我參試用的活動~ 剛收到包裹時真是又驚又喜，打開包裹時小尖叫了一下~DR.WU也太大方了吧!竟然是直接給正品的容量做為試用品~ 而且一次就是三種~我也很認真的看了隨貨附上的試用商品資料說明我的膚質算是乾性膚質，冬天一定要連續敷面膜才不會脫皮，夏天有時候,,正面,,其他
96,DR.WU,玻尿酸保濕精華化妝水,"試用直接同正貨規格超大方 混合偏油肌怕玻尿酸成份太黏稠會跟防曬或底妝打架, 試用才發現很好吸收,不會影響後續上妝 沒有酒精沒有香精用得很放心 試用期間是梅雨季,氣溫悶熱舒適微涼都有, 不致痘,有保濕沒有造成臉更油的感覺 用過會想回購的商品  DR.WU玻尿酸保濕精華化妝水, 藍色瓶身質感很好,不是玻",,正面,,"輕盈好吸收,溫和不刺激,無香精,保濕有感,包裝質感"
97,DR.WU,玻尿酸保濕精華化妝水,最近氣候多變化 一下子高溫 體感溫度來到攝氏30度 過幾天 突然又來個冷氣團寒流 溫度下探十度以下 讓宋太的皮膚有點受不了這個氣溫的變化 而開始癢癢 水水們應該也都有相同的經驗吧? (拜託告訴我你們也一樣 讓我取暖一下吧 XD)  DR. WU一直是宋太心目中很愛用的醫美品牌之一 最近DR. WU的玻,,非評論,,
98,DR.WU,玻尿酸保濕精華化妝水,怎麼這麼滋潤不粘膩！  DR.WU 真的是專櫃級的保養品，無論是保濕、抗痘、美白 每種商品都是用心研發。像是這瓶化妝水，包裝沒有很華麗，不過使用上 真的會愛上它！！  早晚洗完臉後，第一步驟就是沾一些在化妝棉上，開始按壓方式保濕整張臉！  有時候也會直接用倒在手上，用手的溫度，讓肌膚能夠直接吸收！,,正面,,"輕盈好吸收, 保濕有感"
99,DR.WU,玻尿酸保濕精華化妝水,很開心參加DR.WU的試用🥰，收到DR.WU 「玻尿酸保濕精華化妝水+玻尿酸保濕精華液+玻尿酸保濕精華乳」而且全是正品規格，只能說DR.WU 太讚啦！ 首先玻尿酸保濕精華化妝水，顏色透明，味道淡，但有點黏稠，雖然是化妝水但有滿滿的精華液👍，輕拍上去吸收很快，感覺很水潤，單獨濕敷也很不錯，我很喜歡😘～,,正面,質地黏膩,"輕盈好吸收, 保濕有感"
100,DR.WU,玻尿酸保濕精華化妝水,感謝UrCosme跟 DR.WU 直接送了一組保養品給我，內含保濕化妝水、保濕精華與保濕乳液(讓我在百貨公司檔期節省不少阿XD  左至右依序為：玻尿酸保濕精華化妝水、玻尿酸保濕精華乳、玻尿酸保濕精華液    照慣例簡單說一下膚質 膚質：冬天大乾肌（會脫皮的那種；夏天混合偏乾（少量的出油 特殊：鼻子跟眼,,非評論,,
101,DR.WU,玻尿酸保濕精華化妝水,很感謝這次DR.WU提供的試用機會 久仰大名但一直處於觀望狀態，這次就停止原本保養品，好好來試用一陣子 先來張合照  膚況：最近天氣比較冷，臉乾燥脫屑，時有泛紅，敏感肌  第一罐： 玻尿酸保濕精華化妝水  質地：類精華，偏濃稠 味道：幾乎沒有（很努力聞）  含玻尿酸，所以抹上臉會有泡泡，但一下就,,中性,,
102,DR.WU,玻尿酸保濕精華化妝水,非常謝謝urcosme和DR.WU提供這次試用的機會~ 一次就收到這麼棒的一整組正品試用!! 真的超級大方的~好讚!! 最近變天變得很厲害~ 肌膚穩定度相對的就會比較差~ 這時候就必須用成分單純且保濕度高的保養品來穩定肌膚 這時候就抽中DR.WU家的玻尿酸系列保養品 真的超級無敵開心的!! 因為他們家,,正面,,保濕有感
103,DR.WU,玻尿酸保濕精華化妝水,很高興可以試用DR WU，自已手邊也是用它們家的保養品  首先先從化妝水來分享我的使用心得 以外觀來說，深藍色塑膠材質的瓶身，銀色的瓶蓋 主要成分以大小分子的玻尿酸為主    使用前，旋轉式的打開，無壓頭、會有一個小洞口 質地非常的水潤，帶點稠性，但延長性高  成分中以玻尿酸為主，但是沒有什麼玻尿酸的,,中性,,輕盈好吸收
104,DR.WU,玻尿酸保濕精華化妝水,本人的使用習慣常常會換化妝水，但是都是喜歡也比較習慣沒有酒精或其他香料等等的 這系列感覺就很適合我  這次試用很大方，整組喘厚厚，一次給你全程的體驗，玻尿酸不意外一樣是主打超級保濕，建議流程如下： 體驗流程（清潔後） 化妝水->精華液->保濕乳  質地稠，很像什麼韓國蝸牛面膜之類的感覺，,,中性,,
105,DR.WU,玻尿酸保濕精華化妝水,感謝抽中ur正貨試用品 三瓶組  保濕化妝水的瓶口是用倒的，倒出來有粘感，還會牽絲  不過還算很容易倒出來，試在手上，拍一拍就很容易吸收  用在臉上，用手拍跟使用那種去角質的化妝棉擦拭，都會很乾  需要使用一般那種濕敷化妝棉擦拭才會有一點粘感  我覺得我用這瓶效果要最好的話，要先擦保養油，再濕敷效果才,,中性,質地黏膩;需搭配其他產品,輕盈好吸收
106,DR.WU,玻尿酸保濕精華化妝水,這次試用品的外包裝如下(分子釘最近常聽，感覺很厲害XD)   下面撕開貼紙的部分可以掃描QR CODE(目前還沒掃描)  內包裝是寶石藍~簡單有質感   附上UR的試用商品資料說明，請各位自行參考   下面照片有點糊(因為精華液一直流來流去，不好拍)請見諒  這款商品沒有什麼香味 內容物雖說是化妝水但,,非評論,,
107,DR.WU,玻尿酸保濕精華化妝水,先前真的好愛用Dr.wu玻尿酸保濕化妝水啊！愛用程度是我大概用掉了500ml重量版5瓶！  後來Dr.wu玻尿酸保濕化妝水全面升級成玻尿酸保濕精華露，因為覺得質地不同，也就沒有繼續回購。一直到今年，去小屈補貨的時候，順手拿了一組玻尿酸入門組想當作出國時使用，一用之後才驚為天人！心想：＂天啊？我前陣子都,,正面,,"保濕有感, 輕盈好吸收"
108,DR.WU,玻尿酸保濕精華化妝水,首先感謝Urcosme與DR.WU，讓我加入體驗這次的產品「玻尿酸保濕精華露」。      而且是正品，真的超佛心來著^_^/  產品介紹：  濃縮精華質地，保養第一步驟即打造水潤肌底，引導後續保養精華有效滲入，可搭配化妝棉或面膜救急濕敷，瞬間提高肌膚飽水度；添加胺基酸保溼複合物與雙倍植物性類分子酊，,,非評論,,
109,DR.WU,玻尿酸保濕精華化妝水,鐵粉福利可以搶先換到，  使用了一週，  Dr.Wu這罐全新的玻尿酸精華露(其實就是化妝水)，  我想是為了避免跟另一個藍瓶的玻尿酸化妝水混淆而這樣命名的吧，  既然出了類似性質的新品，那就不得不提到原本就有的玻尿酸保濕化妝水，  一定是要拿來做比較的呀，  藍瓶的玻尿酸保濕化妝水據說在2017年有,,非評論,,
110,DR.WU,玻尿酸保濕精華化妝水,Dr.Wu這款保濕精華水真的有夠威猛！！ 不是我亂說，非常非常神奇 倒出來的時候是黏稠的，我本身很不習慣使用黏稠的化妝水 可是稍微在手心揉搓之後居然變成水一樣的質地 因為本人沙漠乾肌，所以我很注重化妝水的保濕度 我通常都需要拍個三四次才夠 達爾夫這款真心一兩次就覺得肌膚吸滿水分 非常驚艷好用！ 而且醫,,正面,,"輕盈好吸收,保濕有感"
111,DR.WU,玻尿酸保濕精華化妝水,* 玻尿酸保濕精華化妝水💙 類似精華質地，還會牽絲真特別，個人覺得這個質地的好處是倒出來不會亂流，而且很省用量耶🤍剛開始沒有抱著太大的期待，因為以前的用過它牌潤澤型化妝水只是做得更濃稠更難吸收而已，並沒有感受到更保濕。 但！這款完全不是這樣耶！無論是使用化妝棉擦拭，或是用手拍幾下肌膚就吸收進去了，而且,,正面,,輕盈好吸收
112,DR.WU,玻尿酸保濕精華化妝水,使用起來中規中矩，沒有一般化妝水濃郁的香氣，不會過敏，真不愧是醫美級產品。 家中有台酒化妝水作為比較，DR·WU這款一開始倒出來的質地和台酒這種滋潤的感覺很像，但DRWU到最後擦拭完會變成清爽的感覺，且有保濕感，不會黏黏的這點我很喜歡。 有機會的話會回購。瓶身是藍色的，最喜歡的顏色，使用起來會覺得很開,,正面,,"輕盈好吸收, 保濕有感, 無香精, 香味宜人"
113,DR.WU,玻尿酸保濕精華化妝水,很開心有機會入選體驗【DR.WU 玻尿酸保濕精華化妝水】 【DR.WU】的產品一向主打無添加酒精、香精、色素，敏感肌也適用 確實這次在使用玻尿酸系列的產品也感受到了【DR.WU】的溫和、低敏 這款【玻尿酸保濕精華化妝水】的質地非常濃稠滋潤，會稍微有點牽絲 一開始有點擔心對於混合肌來說會不會過於滋潤而,,中性,質地黏膩,溫和不刺激
114,DR.WU,玻尿酸保濕精華化妝水,感謝DR.WU 達爾膚和Cosme提供的試用，試用的是「玻尿酸保濕精華化妝水」～上面是外包裝的產品說明～ （是說化妝水瓶子的蓋子很好轉（？）特別輕鬆就能轉開和關緊）  化妝水的質地是透明的微微有些黏稠，倒的時侯還會有點牽絲的感覺，覺得挺特別的XD，然後沒什麼香味  用的感覺，擦起來很舒服，沒有負擔感，,,正面,,"輕盈好吸收, 包裝質感"
115,DR.WU,玻尿酸保濕精華化妝水,感謝urcosme，這次抽出的是DR.WU玻尿酸系列商品，從清潔、化妝水跟乳液一次滿足，真的非常大方。 其實我蠻意外的是夏天做保濕試用，一般來說夏季應該會主打美白、或是清爽兼具保濕的產品才是，不過後來我試用出自己的一套心得後，是推薦這組合的喔！ 化妝水外觀是半透明藍色塑膠包裝，一看就知道走保濕。 質地,,正面,,保濕有感
116,DR.WU,玻尿酸保濕精華化妝水,感謝Dr.wu及URCOSME給予這次試用體驗機會❤️ dr.wu對我來說是很熟悉的牌子 以前剛開始保養時第一個入的品牌就是dr.wu 那個時候化妝水瓶身還是淺藍色的 現在成分升級、包裝也改版了 外觀質感也升級很多 不過改版後的化妝水我還沒使用過 剛好這次抽到讓我有機會體驗看看~  我的膚質是混和偏,,中性,,
117,DR.WU,玻尿酸保濕精華化妝水,感謝UrCosme及DR. WU提供的試用機會， 這次試用的是「玻尿酸保濕精華化妝水」  【 官方文宣 】 智慧型肌因活水科技: 業界唯一，日德法保濕專利，結合日本大分子玻尿酸，與專利小分子玻尿酸，達到外鎖水內補水，加上德國專利玻尿酸肌活因子與法國專利玻尿酸啟動因子，啟動深層水巡力，肌活保濕不間斷。,,非評論,,
118,DR.WU,玻尿酸保濕精華化妝水,我是不停會換化妝水的人，任何品牌都會想試試看，很少讓我遇到買過ㄧ次還會想在購入第二次的，用此化妝水覺得非常保濕，像我乾肌會很愛，質地也很水潤，會很保濕又很好吸收，不是那種黏膩感很重又皮膚吸收不進去的化妝水，用完在上自己的精華液跟乳液和霜，是會讓我有記憶點跟覺得有效果的化妝水，目前愛用第二瓶服役中,,正面,,"保濕有感, 輕盈好吸收"
119,DR.WU,玻尿酸保濕精華化妝水,先感謝UrCosme與DR.WU提供一整組試用！一系列外包裝都很清爽 這次的試用最喜歡的就是這瓶化妝水 藍瓶身加銀蓋包裝，與一般化妝水產品沒什麼太大的差別 化妝水質地是稠狀可以拉絲的 上臉很舒服，非常好上手且很好吸收 我個人很怕香味太重的保養品 這瓶只有湊近聞才聞得到一點化學味 吸收速度很快，摖完後大,,正面,,"輕盈好吸收, 包裝質感"
120,DR.WU,玻尿酸保濕精華化妝水,"這次收到的試用包裹,根本就是抽到驚喜包阿~ DR.WU真的超大方,直接提供完整一套正貨保養三劍客.  首先登場的是『DR.WU-玻尿酸保濕精華化裝水』採用藍色瓶身+銀色蓋子,一整個就是頂級系列的外包裝. 而化妝水本身是屬於較黏稠狀,但又不是到很稠的, 個人習慣是搭配化妝棉使用,一開始覺得好像不是能馬上",,正面,,包裝質感
121,DR.WU,玻尿酸保濕精華化妝水,慣例的開場白就留在DR.WU玻尿酸保濕精華液這篇   這次試用是他們家保濕系列的商品，3罐剛好完成一次基礎保養  我個人是混合油肌，T字油兩頰乾，外加下巴額頭容易長痘痘  以前常常使用去油的產品，後來覺得去過頭又容易出油 漸漸開始轉為使用保濕產品....   個人覺得DR.WU家的包裝、瓶子質料都做得,,中性,,包裝質感
122,DR.WU,玻尿酸保濕精華化妝水,"DR.WU 玻尿酸保濕精華化妝水 以醫師處方為基礎， 堅持[無添加,不含酒精，高等成份，高安全性]， 瓶子看起來蠻漂亮的，簡單，舒適倒出來是偏水性質地精華液，有點濃稠透明推開吸收的蠻快的，也不會黏膩，沒有香味，也不刺激皮膚，商品介紹中提到通過低敏，安全性與非致痘的臨床測試，我使用時，正好在擦果酸，臉頰",,正面,,"輕盈好吸收,無香精,溫和不刺激"
123,DR.WU,玻尿酸保濕精華化妝水,這瓶玻尿酸保濕精華化妝水瓶身是藍色的， 看起來就非常清爽～  打開後擦在臉上，跟一般化妝水很不一樣的地方是， 一般化妝水呈現的是水狀態，但這瓶是有點黏稠狀的拉絲質地， 在使用的時候相當的滑，還有點牽絲的感覺～因為很滑，很好延展開， 在洗完臉之後擦上去， 可以馬上均勻推到臉上肌膚的每個地方，是不是有保濕,,中性,質地黏膩,保濕有感
124,DR.WU,玻尿酸保濕精華化妝水,很幸運的抽中了DR.WU的玻尿酸保濕精華化妝水。 瓶身的設計很簡單又漂亮。(藍色很美)    化妝水可以直接倒在手上或是倒在化妝棉上沾取使用。    產品的質地是微稠偏水狀，倒出來的時候會有點牽絲。 沒有香味也不含酒精。 本來以為會有點粘膩，結果塗抹在臉上很快就吸收了，非常地溫和且不刺激。 保濕力也很,,正面,,"輕盈好吸收, 保濕有感, 溫和不刺激, 無香精"
125,DR.WU,玻尿酸保濕精華化妝水,很高興再次收到UR及DR.WU所提供的試用機會 此次一口氣收到化妝水.精華液及精華乳整組的試用 外盒配色統一以藍白搭配而成，整體看超來非常簡約大方 而且外盒上都有其內瓶裝的圖示，就算不打開紙盒也能快速分辦其內容物為何 化妝水是以海水藍的瓶身搭配上銀色的瓶蓋 瓶身上也沒有太多花俏的圖樣 在炎熱的夏天中，,,中性,,
126,DR.WU,玻尿酸保濕精華化妝水,這次收到Dr.wu的澎拜大禮包❤️ 有化妝水、精華液跟乳液 真的是有夠開心🥳 商品外觀是Dr.wu一貫的簡約風 非常的有質感呀❤️ 這瓶玻尿酸保濕精華化妝水 一聽名字大家應該就知道了吧 是強調保濕補水功能的商品💦💦 除此之外更有 ✔️無酒精 ✔️無香精 ✔️無色料 三無🤣🤣🤣 敏弱肌也適用噢！！！ 試,,正面,,"包裝質感,無香精"
127,DR.WU,玻尿酸保濕精華化妝水,這瓶可愛的玻尿酸保濕精華化妝水，沒有記錯的話 應該是在寶雅加購的30ML容量商品介紹~ 智慧型肌因活水科技: 業界唯一，日德法保濕專利，結合日本大分子玻尿酸，與專利小分子玻尿酸，達到外鎖水內補水，加上德國專利玻尿酸肌活因子與法國專利玻尿酸啟動因子，啟動深層水巡力，肌活保濕不間斷。 首創類精華質地，迅速,,非評論,,
