post_id,brand,title,content,created_at,sentiment,pain_points,highlights
67,綠藤生機,純粹保濕精華液,我是屬於冬天小油，夏天大爆油的油肌 會注意這個產品是官網寫說只有12種成分，而且強調不加增稠劑 剛好一直想找成分單純的保濕品，就馬上下單了^^  這罐精華液擠出來質地介於濃稠狀化妝水跟凝露之間 透明有淡淡玫瑰香 (我平常是很討厭保養品人工香料味的人，但這罐開封一個月之後香氣就幾乎聞不太到了，大概真的是,,正面,,"輕盈好吸收, 成分純淨天然"
68,綠藤生機,純粹保濕精華液,當初會購買是因為那段時間皮膚狀況很糟糕， 因為壓力所以造成臉部不斷的長痘痘， 醫師告知盡量使用成分單純，保濕度高的保養品。 所以同時購買了精華液跟辣木油，希望藉由這兩個商品可以穩定肌膚。  商品質地很好推開及吸收，雖然沒有什麼香味，但是就是這樣才讓人覺得安心。 使用完一瓶後，皮膚的狀態也相對穩定許多。,,正面,,"輕盈好吸收, 保濕有感"
69,綠藤生機,純粹保濕精華液,當初為了「成分單純」的主因而購入，實際使用覺得效果普普，最大的優點是玫瑰香氣宜人，不像其他香精類產品有假假的嗆鼻味。  後續再擦防曬會起屑，如果待吸收更多些才用指腹輕拍防曬乳可改善起屑現象，或著搭配油類保養品(比如他們家的辣木油或是我個人愛用的雅頓膠囊)會比較好；如果不喜歡又擦油或多加乳液的話，這瓶保,,中性,吸收差;起屑;需搭配其他產品,香味宜人
70,綠藤生機,純粹保濕精華液,MIT環保品牌就要好好支持！  成分單純好吸收，是純素的保濕精華 意味著在生產此商品時並沒有動物/昆蟲受到傷害    保濕程度足以應付夏天冷氣房的乾空氣  但若是有再使用酸類產品(DR.WU 18%杏仁酸)的話會稍嫌不夠力，皮膚仍有輕微脫削的情況  但男友擦了後覺得相當適合且表示味道也很不錯，淡淡的植,,正面,效果無感,"輕盈好吸收, 保濕有感, 香味宜人"
71,綠藤生機,純粹保濕精華液,這瓶也是我一再回購的，我本來以為保濕會不夠力 之前我是先用另一款，價格上也較高，那時候就覺得保濕力還好 雖然也很好用，但CP值不夠高 後來想說這瓶便宜，就買來試試看吧! 沒想到兩瓶效果差不多，那當然用這瓶了呀! 我通常是混合辣木油或修護油一起 因為這樣延展性會更好一點，可以順便按摩一下 不過動作要快，,,正面,,"保濕有感, 輕盈好吸收"
72,綠藤生機,純粹保濕精華液,終於可以寫心得了～這瓶我有抽到試用，因為實在太喜歡，所以又掏腰包買了兩瓶，週年慶打算再加買兩瓶，結果太忙忘記了TT 暫時因為太久了，我之前拍的照片不知道去哪裡了，還要花時間翻出來TT  它是我目前最喜歡的保濕精華液 味道清新自然，完全不過敏，而且很舒服 我平常都用它加強保濕，一次擠很多，特別是冬天，,,正面,,"保濕有感, 香味宜人, 溫和不刺激"
73,綠藤生機,純粹保濕精華液,這瓶精華液使用起來 覺得舒服沒有負擔，它是有一點不是很水的質地 所以不需要用化妝綿 可以用手輕易的塗抹臉部  不用化妝綿可以省用量  整體使用起來覺的算是保溼不敏感的精華液 最大的特點應該就是 不會過敏刺激又能補水的好幫手 但其他部分就沒有特別的感受。 算是中規中矩的一瓶精華液  我會選在換季或是肌膚,,中性,,"輕盈好吸收, 保濕有感, 溫和不刺激"
74,綠藤生機,純粹保濕精華液,這次拿到的試用品是個第一次聽到的新名詞－「無乳液保養」 覺得很特別所以認真研究了一下 :)     先說說這個廠牌[Greenvines 綠藤生機] 一開始創立 是為了生活飲食的革命與創新  從種芽菜開始希望將更多真實的食物帶到台灣人的餐桌 再逐漸發展更多安心而有效的生活系列產品 重新定義我們每天使用,,非評論,,
75,綠藤生機,純粹保濕精華液,這次拿到綠藤生機的試用包 超可愛的 它的試用包有改過包裝 這款設計的試用包比較不會掉出來  它的顏色是透明的 味道很清爽 很好聞不會太重 但裡面成分有香料  擦起來很保濕 這樣一小包可以擦三張臉XDD 超多!!! 用量非常省 很好吸收,,正面,,"輕盈好吸收, 保濕有感, 香味宜人, 使用儀式感佳"
76,綠藤生機,純粹保濕精華液,一開始看到這個牌子就蠻吸引我購買了，因為它的包裝感覺蠻環保的還有它的味道完全感覺沒有香精，再加上它的價格上算是不貴的，馬上買來用看看，真的是好用會在回購，這款精華液感覺整個不粘膩而且吸收效果超級快的還有一點點蘆薈的味道，但是我覺得如果是乾性肌膚的可能要在搭配它的奇蹟辣木油一起使用比較好喔，不然單用的,,正面,,"輕盈好吸收, 無香精, 香味宜人, 包裝質感"
77,綠藤生機,純粹保濕精華液,初初看到綠藤生機的品牌！  真的被連俞涵超過200天的無乳液實驗超好膚質所吸引！  其實大家都知道！皮膚就是油水組合保養 油太多則油性肌，水太少則乾燥肌   但真的都被外面的花言巧語所吸引！  總會覺得一定要加個乳霜才安心！   忘了肌膚原來只需要補油和補水  綠藤給您肌膚真實所需，透過減去乳化,,正面,,輕盈好吸收
78,綠藤生機,純粹保濕精華液,這次很開心能試用綠藤生機的純粹保濕精華液~感謝Ur^^~  以下為實品照~左邊為保濕精華液，右邊為辣木油~     精華液擠出來的質地為偏濃稠的透明玻尿酸精華液  在臉上塗抹的過程需按摩一段時間才能吸收，且容易出屑  可能是精華地質地過濃的關係  會造成後續皮膚摩擦後有起屑現象，覺得使用上有些不便,,負面,質地黏膩;吸收差;致痘致敏,
79,綠藤生機,純粹保濕精華液,首先先謝謝Urcosme給我抽中綠藤生機Greenvines正品試用機會  這次拿到的是純粹保濕精華液（右一）、奇蹟辣木油（左一）各30ml  先與大家分享我的膚況 我本身是超級敏感肌，也非常容易出油 平常基礎保養的話，我將此兩產品使用的方法為： 先按壓精華液3-4下，均勻塗抹全臉，精華液吸收得非常迅,,正面,,輕盈好吸收
80,綠藤生機,純粹保濕精華液,"它的質地是屬於比較水, 跟一般的精華液給人的印象多是濃稠.這點也比較不一樣.  但是擦上臉的時候, 吸收度真的很快, 之後搭配他的辣木油, 簡單保養程序完成.  他的精華液並沒有什麼讓我驚艷的地方, 可能對我這個年紀來說不太夠, 感覺比較像是化妝水. 但是這一星期這樣保養下來, 也沒長什麼痘痘,",,中性,效果無感,輕盈好吸收
81,綠藤生機,純粹保濕精華液,茉第一次使用綠藤生機這個品牌，感謝UR提供這次的試用機會，  茉是個偏愛精華油的人，平時保養品項中就能見到油品芳蹤，  尤其是冬季時，肌膚偏乾的茉更是非油不可。    這次試用的時節正是夏季，天氣不穩定時而潮濕又有點悶熱，  沒想到也是使用的精華油的時機，除了可以分別依序的使用，  也能將奇蹟辣木,,非評論,,
82,綠藤生機,純粹保濕精華液,趁母親節購入一組(含辣木油)，但使用後才發現，我的肌膚年齡，應該買活萃修護精華露，純粹保濕精華液對我來說好像還不夠保濕，上妝再上蜜粉後肌膚就有點乾了，何況要在冷氣房待一整天，下次會再去門市試試活萃修護精華露,,中性,效果無感,
83,綠藤生機,純粹保濕精華液,1ml的試用包，可以使用約三天 他是稍微稠稠的精華液，有點點小黏悶，不到完全清爽 但他的保濕程度我覺得很不錯 跟同一家的乳液一起試用，保濕程度在夏天用很可以 冬天一定不夠力，但對於局部乾澀的混合偏乾肌膚還蠻適用,,正面,質地黏膩,保濕有感
84,綠藤生機,純粹保濕精華液,在京站購入 服務介紹的小姐態度很好很用心  我購入純粹保濕精華液+輕乳液  非常好吸收不會緊繃 不會敏感不會刺痛 不會長一顆顆的小東西  兩罐搭配使用 覺得臉蛋變得光滑 容易敏感粗糙的肌膚得到了改善 我還會繼續使用 希望能讓肌膚變更好,,正面,,"輕盈好吸收, 保濕有感, 溫和不刺激"
85,綠藤生機,純粹保濕精華液,首先感謝Urcosme&綠藤生機提供這次機會。 雖然一個不小心就沒在預定時間分享心得><    收到後看了一下產品說明，本來很害怕味道很可怕的， 我對於玫瑰味的商品都有點抗拒，可能是因為抹到皮膚，皮膚就會覺得癢癢的， 看似過敏又不是過敏，所以玫瑰未的商品我都是跳過的。 幸好這款味,,中性,玫瑰味可能引起過敏反應,
86,綠藤生機,純粹保濕精華液,Greenvines 綠藤生機的產品主打就是成分單純 100%天然 這瓶純粹保濕精華液 我還滿喜歡它的香味的 打開就是大馬士革玫瑰精油的香味 好好聞阿~~  裡面主要是油植物去萃取出來的萃取液 成分很溫和 連眼部周遭的肌膚都可以使用喔 夏天擦起來還滿清爽的 也還滿好吸收的,,正面,,"輕盈好吸收, 香味宜人, 成分純淨天然"
87,綠藤生機,純粹保濕精華液,感謝Urcosme讓我有這次的試用機會來體驗這次的無乳液實驗  這次試用的產品是純粹保濕精華液  內含有蘆薈萃取液 小黃瓜萃取液 和大馬士革玫瑰精油  沒有加增稠劑、矽靈使用起來肌膚沒有負擔  使用玻璃瓶採按壓方式 顏色是透明稠狀  剛使用時的濃稠感是大小分子的玻尿酸   玻尿酸是與人體貼近的成份所以,,非評論,,
88,綠藤生機,純粹保濕精華液,原本使用的牌子，因為換成分導致我皮膚不適，所以就跳槽到綠藤了。  在跟客服詢問後，得知在皮膚正常的情況下，菁華液其實可以在「洗完臉後、臉部還濕潤的情況下使用」 （這樣就可以省掉化妝水的步驟、省錢又省事） 所以都是在晚上洗完澡後、臉部還帶有水分；以及早晨，臉部清潔後直接使用  我本身是額頭油、兩頰乾的混,,正面,,輕盈好吸收
89,綠藤生機,純粹保濕精華液,很榮幸可以試用[Greenvines 綠藤生機] 純粹保濕精華液。 味道是淡淡天然的玫瑰香味，擠個兩下就可以擦全臉，擦完臉非常的舒服， 不會有一般精華液的黏膩感，而是皮膚真的吸飽水一般的水嫩觸感。  綠藤建議的體驗時間是兩週，這兩週早晚都會擠個2-3下， 搭配辣木油使用，瞬間半瓶就消失了XD 這瓶如果,,正面,,"輕盈好吸收, 保濕有感, 香味宜人"
90,綠藤生機,純粹保濕精華液,"12.0pt;margin-left:0cm"">    12.0pt;margin-left:0cm"">精華液瓶身為米白玻璃，容量30ml，顏色為透明無色，建議用量乾性肌按壓4下，其他膚質按壓2-3下       12.0pt;margin-left:0cm"">我的膚況目前為混合偏",,非評論,,
91,綠藤生機,純粹保濕精華液,精華液有點膠稠狀，辣木油分子也較大。 兩者都不是分子細緻的產品。  精華液：吸收要等，搭配按摩吸收雖然快，但吸收完之後臉會呈現似黏非黏的狀態。蠻不舒服的，要馬上擦辣木油上去補充點什麼。 為了想體會實驗結果還是努力的依照說明使用了10天。 忍耐了10天上妝隨時會出屑的狀況，皮膚沒變差也沒因此進化⋯,,負面,質地黏膩;吸收差;致痘致敏,
92,綠藤生機,純粹保濕精華液,感謝URCOSME與綠藤生機給我這次的試用機會，這次試用的產品有”純粹保濕精華液”與”奇蹟辣木油”。    先來說純粹保濕精華液，我通常是洗完臉後，在臉上還是半濕的狀態下按壓二次精華液的量，按壓二次的量就是臉加脖子都能完全保養到，用量很省。    這罐精華液質地上是比較濃稠的，但是別擔心，它很好吸收,,正面,,輕盈好吸收
93,綠藤生機,純粹保濕精華液,感謝urcosme提供試用機會  這次的試用品是綠藤生機的 保濕精華液跟奇蹟辣木油 原本我沒有注意過這個品牌 隨試用品附上的是一封他們的理念信 大致上說明為什麼要做無乳液實驗 因為乳液相較含有較多自然界中不應該存在的合成物質 他們主張簡化保養 水向補水 再用油向縮水 兩瓶就可以達到完整的保養  我其實,,非評論,,
94,綠藤生機,純粹保濕精華液,保濕度很好，也很好吸收，完全不會油膩或黏稠。 雖然不太喜歡玫瑰的香氣，但是不知不覺就聞不到了，也不會造成什麼困擾。 成分簡單，肌膚有比較穩定。 以定價來說，其實滿平實的。CP值很高。 已經趁優惠多屯幾瓶了，精華液真的用好快喔！,,正面,香味不佳,輕盈好吸收;保濕有感;成分簡單;CP值高
95,綠藤生機,純粹保濕精華液,精華液質地透明 流動性不高 味道很好聞 剛擦上的時候蠻黏的 但約五秒後 就完全吸收了 完全不黏 我的使用方法是擠一些在臉上 用拍的方式上到全臉 因為我試過直接用塗的 我覺得有點黏 所以我是拍上後 再抹均勻 不會刺激我最近嘴唇很乾、敏感 很多算溫和的保養品(洗面乳)接觸到 都還是會有些刺痛 但這款經畫一,,正面,,"輕盈好吸收, 溫和不刺激"
96,綠藤生機,純粹保濕精華液,感謝UR和Greenvines 綠藤生機提供這次機會    這次抽到Greenvines 綠藤生機「無乳液實驗」試用活動組    之前我還以為試用品是2選1呢!!!    沒想到收到後居然是2種商品(純粹保濕精華液and奇蹟辣木油)    整個超開心的       純粹保濕精華液    “100%天,,正面,,輕盈好吸收
97,綠藤生機,純粹保濕精華液,無色無味，非常保濕好吸收，  但因為非常好吸收，所以不趕快推開會推不開....  我都是早上洗完臉，再噴上花水或是薏仁水這種的化妝水，  然後單擦純粹保濕精華液，趁臉上還濕濕時趕快抹上去，  擠一次就可以擦整臉，非常省！  然後晚上再多擦他們家的奇蹟辣木油，因為夏天吹冷氣睡覺，  所以晚上要更保濕點。,,正面,,"輕盈好吸收, 保濕有感"
98,綠藤生機,純粹保濕精華液,Greenvines 綠藤生機] 純粹保濕精華液...昉間有太多的保濕精華液 所以一開始收到總覺得應該就差不多降吧...但大家應該有經驗 很多保濕精華液 尤其凝膠狀 上妝時 很容易起削...這真的很困擾我...這瓶就不會....這真的很棒...他保濕效果很優之外 本來前陣子天天待冷氣房鼻子上有脫皮現象,,正面,,"輕盈好吸收, 保濕有感"
99,綠藤生機,純粹保濕精華液,以前用的玻尿酸精華液 會使得後續擦的防曬起白屑 所以每次只敢在晚上擦 白天擦都會驚驚的  但這次使用純粹保濕精華液 即使使用足量 後續擦防曬時也不會起屑 延展性好 吸收力佳 覺得整張臉水水的 而且一整天下來 臉也不會乾乾的 覺得皮膚更健康了 臉也不會黏黏的 更重要的是 保養時間縮短了 不再需要瓶瓶罐罐,,正面,,"輕盈好吸收, 保濕有感, 吸收力佳, 使用儀式感佳"
100,綠藤生機,純粹保濕精華液,感謝Urcosme和綠藤給我試用的機會  試用時間：約10天 / 早晚 用量：一次壓兩下  感想： 簡單的保溼精華，在化妝水後（或者是洗完臉趁臉上還有水分時）擦上 可以感受到玻尿酸給予的保溼感 只是不能用太濃稠的化妝水 這個是使用大分子玻尿酸，會有起屑的可能   唯一缺點是好像有一種奇妙的原料味道，也,,正面,香味不佳,保濕有感
101,綠藤生機,純粹保濕精華液,成分很單純的精華液，現在在夏天使用，基本上不需要再搭配乳液或是精華油， 只需要這一瓶就夠了，保濕也很足夠，塗完之後再上妝，妝也很扶貼，味道也很好聞， 如果想找成分單純的保濕精華液的人，這瓶基本上是最佳的選擇！,,正面,,"輕盈好吸收, 保濕有感, 香味宜人"
102,綠藤生機,純粹保濕精華液,保濕不足，又和防曬打架的產品  擦起來的感覺不好吸收（綠藤的產品對我來說都有這問題＞＜ 黏黏的不太舒服，而且保濕度不足 而且會讓我後續產品變得難吸收  然後和我所有防曬都打架，打超兇，防曬一抹上就像用便宜的橡皮擦擦過一堆屑屑一樣＝　＝＂ 我的防曬： 理膚寶水－全護清爽防曬液 自白肌－高保濕潤色防曬隔離,,負面,吸收差; 致痘致敏; 質地黏膩; 用量大,
103,綠藤生機,純粹保濕精華液,包裝上成份標明清楚，產品文字介紹也誠懇實在，註明溫和到連眼週也可用，這和我的親身使用感是符合的，真的很好吸收又不刺激。   [img-2] 和辣木油混合使用，按摩後吸收力很好。 用量沒有明確標示一次要按幾下，我個人習慣是按3-4下，滴入辣木油做按摩使用，並不會出現屑屑這點更令人滿意！（並有特別註明不,,正面,,"輕盈好吸收,溫和不刺激"
104,綠藤生機,純粹保濕精華液,[img-2]感謝綠藤生機和Ur提供試用機會。 [img-2] [img-3] 瓶身是按壓頭設計，我是混合偏油肌，每次使用按壓2次， 很古遛的精華液，偏水感，不會黏稠很好吸收。 無色無味。（聞不太出玫瑰味⋯） 晚上會搭配辣木油混合在一起使用。  這段試用期間我完全沒有另外使用乳液，沒有感覺到膚質有,,正面,,輕盈好吸收
105,綠藤生機,純粹保濕精華液,今天要分享的是純粹保濕精華，只有12種成分，單純又能真正達到保濕的效果！完全正中我這個成分控的心哈哈哈哈哈哈，畢竟身為資深敏感肌，在成分方面把關嚴謹是一定要的啦！產品是玻璃瓶身，很有質感也很有份量～  擠出來的質地如下 [img-2] 有點濃稠但還是蠻容易從手背滑落！不是很厚重的質地喔！很適合夏天使,,正面,,"輕盈好吸收, 成分純淨天然, 包裝質感"
106,綠藤生機,純粹保濕精華液,感謝綠藤生機及urcosme提供純粹保濕精華液試用的機會，很喜歡綠藤生機的經營理念，推出對肌膚好及對環境友善的產品，我的膚質是混和偏乾，我都是早晚洗完臉趁臉還濕濕的時候使用，精華液壓兩下的量，辣木油兩滴，就解決我的保養程序，連續使用了兩個禮拜，發現膚質變得很穩定，粉刺變少了，也不致痘，很滋潤，很好吸收,,正面,,"輕盈好吸收, 保濕有感, 溫和不刺激, 使用儀式感佳"
107,綠藤生機,純粹保濕精華液,意外的，在天氣漸熱的高雄，居然夜間保養和日間都很適合！而且兩款淡淡的氣味相當療癒，個人很喜歡。  玻尿酸保濕精華的淡淡氣味很不錯，不會過香，又很好吸收。辣木油的質地，好推好吸收，兩款我的回購意願都很高喔～  基本上我的習慣是保濕精華3下按摩臉部後，另外按壓一下保濕精華搭配辣木油(晚上用4滴，白天用3,,正面,,輕盈好吸收;香味宜人
108,綠藤生機,純粹保濕精華液,感謝URCOSME跟[Greenvines 綠藤生機]給我試用機會！ 單擦保濕度對我來稍嫌不足 用完臉會有繃繃的感覺 但我大概都押了五十元硬幣大小圖全臉 可是覺得月經來時候用滿剛好的 妝前只靠這個還是會太乾 但完全不會長痘痘或悶 吸收非常快 質地很清爽 而且成分單純天然 價格也很實在 感覺會是經期時後,,中性,保濕度不足;妝前會太乾,吸收非常快;質地清爽;成分單純天然;價格實在
109,綠藤生機,純粹保濕精華液,感謝Greenvines 綠藤生機跟Urcosme提供試用機會， 很佛心的給了正品做為試用品。  隨著年齡的增長，肌膚逐漸變得乾燥， 一直認為保濕只能增加乳液或乳霜產品， 但綠藤生機提出了不同的保養概念， 【無乳液實驗】-- 純粹保濕精華液提供肌膚極佳的保濕效果。辣木油鎖住水分，修復肌膚， 只用純粹保,,正面,,保濕有感
110,綠藤生機,純粹保濕精華液,純粹保濕精華液擁有2種玻尿酸+2支植物萃取+1支精油+ 6項保存系統+1水=12種成分・1種純粹， 這樣極簡的產品開封後保存期限只有半年， 所以開封後趁著新鮮，保養就努力的擦吧XD， 有在使用玻尿酸的朋友都會知道玻尿酸有大、小分子， 現在很多產品為了加速吸收會選擇使用小分子玻尿酸， 這瓶精華添加了有,,非評論,,
